"시도별","모의 연령(5세계급)별","교육정도별","항목","단위","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"인천광역시","50세이상","총계","출생[명]","명","1","0","1","5","10","1","2","0","1","1","0","2","0","0",
"인천광역시","50세이상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"인천광역시","50세이상","초등학교","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"인천광역시","50세이상","중고등학교","출생[명]","명","1","0","1","4","8","0","2","0","0","1","0","0","0","0",
"인천광역시","50세이상","중학교","출생[명]","명","0","0","0","1","1","0","2","0","0","0","0","0","0","0",
"인천광역시","50세이상","고등학교","출생[명]","명","1","0","1","3","7","0","0","0","0","1","0","0","0","0",
"인천광역시","50세이상","초대.전문대이상","출생[명]","명","0","0","0","0","2","1","0","0","0","0","0","2","0","0",
"인천광역시","50세이상","대학(교)","출생[명]","명","0","0","0","0","1","1","0","0","0","0","0","2","0","0",
"인천광역시","50세이상","대학원 이상","출생[명]","명","0","0","0","0","1","0","0","0","0","0","0","0","0","0",
"인천광역시","50세이상","미상","출생[명]","명","0","0","0","0","0","0","0","0","1","0","0","0","0","0",
"인천광역시","연령미상","총계","출생[명]","명","48","47","58","18","3","5","9","5","7","5","1","2","1","4",
"인천광역시","연령미상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"인천광역시","연령미상","초등학교","출생[명]","명","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"인천광역시","연령미상","중고등학교","출생[명]","명","0","2","0","0","0","1","3","0","0","0","0","0","0","1",
"인천광역시","연령미상","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"인천광역시","연령미상","고등학교","출생[명]","명","0","2","0","0","0","1","3","0","0","0","0","0","0","1",
"인천광역시","연령미상","초대.전문대이상","출생[명]","명","0","0","0","1","1","1","1","0","0","0","0","0","0","0",
"인천광역시","연령미상","대학(교)","출생[명]","명","0","0","0","1","1","1","1","0","0","0","0","0","0","0",
"인천광역시","연령미상","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"인천광역시","연령미상","미상","출생[명]","명","48","44","58","17","2","3","5","5","7","5","1","2","1","3",
"광주광역시","계","총계","출생[명]","명","13890","13101","13979","13916","14392","12729","12729","12441","11580","10120","9105","8364","7318","7956",
"광주광역시","계","무학","출생[명]","명","15","7","18","22","10","6","12","8","2","4","9","8","7","10",
"광주광역시","계","초등학교","출생[명]","명","28","31","48","47","26","31","44","27","33","22","17","26","16","12",
"광주광역시","계","중고등학교","출생[명]","명","4080","3777","3763","3754","3622","3083","2914","2662","2423","2057","1788","1579","1333","1406",
"광주광역시","계","중학교","출생[명]","명","191","211","241","250","218","212","193","184","162","150","149","114","92","94",
"광주광역시","계","고등학교","출생[명]","명","3889","3566","3522","3504","3404","2871","2721","2478","2261","1907","1639","1465","1241","1312",
"광주광역시","계","초대.전문대이상","출생[명]","명","9588","9169","10000","10042","10695","9585","9731","9693","9009","7918","7141","6362","5635","6418",
"광주광역시","계","대학(교)","출생[명]","명","8897","8478","9240","9220","9844","8800","8855","8849","8231","7175","6424","5723","5079","5777",
"광주광역시","계","대학원 이상","출생[명]","명","691","691","760","822","851","785","876","844","778","743","717","639","556","641",
"광주광역시","계","미상","출생[명]","명","179","117","150","51","39","24","28","51","113","119","150","389","327","110",
"광주광역시","15세미만","총계","출생[명]","명","3","3","3","1","3","0","0","1","0","1","1","0","0","0",
"광주광역시","15세미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","15세미만","초등학교","출생[명]","명","0","0","0","1","1","0","0","1","0","0","1","0","0","0",
"광주광역시","15세미만","중고등학교","출생[명]","명","0","1","1","0","0","0","0","0","0","1","0","0","0","0",
"광주광역시","15세미만","중학교","출생[명]","명","0","1","1","0","0","0","0","0","0","1","0","0","0","0",
"광주광역시","15세미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","15세미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","15세미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","15세미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","15세미만","미상","출생[명]","명","3","2","2","0","2","0","0","0","0","0","0","0","0","0",
"광주광역시","15 - 19세","총계","출생[명]","명","109","89","102","111","110","95","97","76","77","59","47","35","25","22",
"광주광역시","15 - 19세","무학","출생[명]","명","1","0","2","0","0","0","1","0","0","0","0","0","0","0",
"광주광역시","15 - 19세","초등학교","출생[명]","명","2","4","5","8","5","2","6","4","0","3","1","1","0","0",
"광주광역시","15 - 19세","중고등학교","출생[명]","명","57","55","70","94","98","88","87","69","75","55","45","32","23","20",
"광주광역시","15 - 19세","중학교","출생[명]","명","21","27","30","39","34","40","34","24","30","20","18","8","10","9",
"광주광역시","15 - 19세","고등학교","출생[명]","명","36","28","40","55","64","48","53","45","45","35","27","24","13","11",
"광주광역시","15 - 19세","초대.전문대이상","출생[명]","명","2","2","2","4","2","2","2","2","0","0","0","0","0","0",
"광주광역시","15 - 19세","대학(교)","출생[명]","명","2","2","2","4","2","2","2","2","0","0","0","0","0","0",
"광주광역시","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","15 - 19세","미상","출생[명]","명","47","28","23","5","5","3","1","1","2","1","1","2","2","2",
"광주광역시","20 - 24세","총계","출생[명]","명","854","727","771","812","802","691","702","662","606","528","462","373","284","252",
"광주광역시","20 - 24세","무학","출생[명]","명","6","0","4","5","3","2","3","0","0","2","0","0","1","1",
"광주광역시","20 - 24세","초등학교","출생[명]","명","6","11","13","16","7","6","14","5","5","3","2","2","0","2",
"광주광역시","20 - 24세","중고등학교","출생[명]","명","483","444","449","473","445","424","419","396","367","338","291","231","185","180",
"광주광역시","20 - 24세","중학교","출생[명]","명","71","79","77","85","76","63","48","65","49","40","48","31","24","18",
"광주광역시","20 - 24세","고등학교","출생[명]","명","412","365","372","388","369","361","371","331","318","298","243","200","161","162",
"광주광역시","20 - 24세","초대.전문대이상","출생[명]","명","308","247","286","310","341","258","262","259","225","179","157","122","77","63",
"광주광역시","20 - 24세","대학(교)","출생[명]","명","305","245","284","302","337","256","258","256","220","177","154","119","76","63",
"광주광역시","20 - 24세","대학원 이상","출생[명]","명","3","2","2","8","4","2","4","3","5","2","3","3","1","0",
"광주광역시","20 - 24세","미상","출생[명]","명","51","25","19","8","6","1","4","2","9","6","12","18","21","6",
"광주광역시","25 - 29세","총계","출생[명]","명","5330","4762","4640","4365","3840","3100","2838","2658","2543","2188","1808","1709","1446","1564",
"광주광역시","25 - 29세","무학","출생[명]","명","5","1","5","7","4","3","3","2","0","0","4","2","3","2",
"광주광역시","25 - 29세","초등학교","출생[명]","명","9","3","13","14","8","14","11","9","10","4","7","6","4","1",
"광주광역시","25 - 29세","중고등학교","출생[명]","명","1465","1311","1209","1171","962","742","637","605","525","447","380","401","354","389",
"광주광역시","25 - 29세","중학교","출생[명]","명","40","41","66","68","49","48","48","36","40","45","27","35","27","22",
"광주광역시","25 - 29세","고등학교","출생[명]","명","1425","1270","1143","1103","913","694","589","569","485","402","353","366","327","367",
"광주광역시","25 - 29세","초대.전문대이상","출생[명]","명","3821","3423","3390","3162","2858","2336","2184","2035","1980","1710","1381","1240","1015","1142",
"광주광역시","25 - 29세","대학(교)","출생[명]","명","3650","3256","3218","2986","2730","2219","2073","1937","1878","1611","1315","1162","955","1090",
"광주광역시","25 - 29세","대학원 이상","출생[명]","명","171","167","172","176","128","117","111","98","102","99","66","78","60","52",
"광주광역시","25 - 29세","미상","출생[명]","명","30","24","23","11","8","5","3","7","28","27","36","60","70","30",
"광주광역시","30 - 34세","총계","출생[명]","명","5779","5575","6263","6341","7104","6402","6392","6064","5338","4403","3907","3509","3038","3456",
"광주광역시","30 - 34세","무학","출생[명]","명","2","4","6","9","2","1","5","3","2","0","1","4","1","6",
"광주광역시","30 - 34세","초등학교","출생[명]","명","4","6","8","6","3","5","12","8","13","10","3","10","9","5",
"광주광역시","30 - 34세","중고등학교","출생[명]","명","1393","1278","1318","1325","1411","1187","1101","940","793","654","545","441","342","400",
"광주광역시","30 - 34세","중학교","출생[명]","명","28","33","33","32","32","42","42","36","28","32","29","21","13","27",
"광주광역시","30 - 34세","고등학교","출생[명]","명","1365","1245","1285","1293","1379","1145","1059","904","765","622","516","420","329","373",
"광주광역시","30 - 34세","초대.전문대이상","출생[명]","명","4361","4271","4896","4993","5679","5198","5266","5086","4483","3701","3300","2885","2557","3000",
"광주광역시","30 - 34세","대학(교)","출생[명]","명","3982","3898","4472","4554","5171","4752","4767","4585","4094","3342","2931","2587","2313","2702",
"광주광역시","30 - 34세","대학원 이상","출생[명]","명","379","373","424","439","508","446","499","501","389","359","369","298","244","298",
"광주광역시","30 - 34세","미상","출생[명]","명","19","16","35","8","9","11","8","27","47","38","58","169","129","45",
"광주광역시","35 - 39세","총계","출생[명]","명","1591","1686","1903","2000","2222","2133","2372","2594","2649","2590","2530","2352","2134","2223",
"광주광역시","35 - 39세","무학","출생[명]","명","1","1","1","0","0","0","0","3","0","2","3","2","1","1",
"광주광역시","35 - 39세","초등학교","출생[명]","명","4","4","3","1","2","1","1","0","4","2","3","7","3","4",
"광주광역시","35 - 39세","중고등학교","출생[명]","명","562","559","595","581","579","514","551","518","553","461","445","370","327","323",
"광주광역시","35 - 39세","중학교","출생[명]","명","21","19","22","17","18","14","14","16","14","10","23","16","16","14",
"광주광역시","35 - 39세","고등학교","출생[명]","명","541","540","573","564","561","500","537","502","539","451","422","354","311","309",
"광주광역시","35 - 39세","초대.전문대이상","출생[명]","명","1011","1118","1289","1411","1635","1615","1812","2063","2069","2087","2039","1853","1711","1875",
"광주광역시","35 - 39세","대학(교)","출생[명]","명","885","982","1147","1235","1449","1412","1573","1855","1822","1842","1803","1641","1495","1631",
"광주광역시","35 - 39세","대학원 이상","출생[명]","명","126","136","142","176","186","203","239","208","247","245","236","212","216","244",
"광주광역시","35 - 39세","미상","출생[명]","명","13","4","15","7","6","3","8","10","23","38","40","120","92","20",
"광주광역시","40 - 44세","총계","출생[명]","명","194","227","256","261","298","299","308","366","355","337","339","376","379","418",
"광주광역시","40 - 44세","무학","출생[명]","명","0","1","0","1","1","0","0","0","0","0","1","0","1","0",
"광주광역시","40 - 44세","초등학교","출생[명]","명","3","2","6","0","0","3","0","0","1","0","0","0","0","0",
"광주광역시","40 - 44세","중고등학교","출생[명]","명","109","120","115","103","121","122","111","124","104","97","75","101","98","87",
"광주광역시","40 - 44세","중학교","출생[명]","명","8","10","10","7","8","4","6","6","1","2","3","3","2","4",
"광주광역시","40 - 44세","고등학교","출생[명]","명","101","110","105","96","113","118","105","118","103","95","72","98","96","83",
"광주광역시","40 - 44세","초대.전문대이상","출생[명]","명","82","104","134","156","175","174","196","242","246","232","260","257","267","326",
"광주광역시","40 - 44세","대학(교)","출생[명]","명","70","91","114","136","151","159","173","208","211","194","217","209","233","280",
"광주광역시","40 - 44세","대학원 이상","출생[명]","명","12","13","20","20","24","15","23","34","35","38","43","48","34","46",
"광주광역시","40 - 44세","미상","출생[명]","명","0","0","1","1","1","0","1","0","4","8","3","18","13","5",
"광주광역시","45 - 49세","총계","출생[명]","명","14","10","9","12","10","6","13","19","10","13","10","8","12","19",
"광주광역시","45 - 49세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","45 - 49세","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","45 - 49세","중고등학교","출생[명]","명","11","6","5","6","5","4","5","10","4","4","6","3","4","7",
"광주광역시","45 - 49세","중학교","출생[명]","명","2","0","2","2","1","1","1","1","0","0","1","0","0","0",
"광주광역시","45 - 49세","고등학교","출생[명]","명","9","6","3","4","4","3","4","9","4","4","5","3","4","7",
"광주광역시","45 - 49세","초대.전문대이상","출생[명]","명","3","4","3","6","5","2","8","6","6","9","4","5","8","12",
"광주광역시","45 - 49세","대학(교)","출생[명]","명","3","4","3","3","4","0","8","6","6","9","4","5","7","11",
"광주광역시","45 - 49세","대학원 이상","출생[명]","명","0","0","0","3","1","2","0","0","0","0","0","0","1","1",
"광주광역시","45 - 49세","미상","출생[명]","명","0","0","1","0","0","0","0","3","0","0","0","0","0","0",
"광주광역시","50세이상","총계","출생[명]","명","0","3","1","2","1","1","2","0","1","0","0","0","0","0",
"광주광역시","50세이상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","50세이상","초등학교","출생[명]","명","0","1","0","1","0","0","0","0","0","0","0","0","0","0",
"광주광역시","50세이상","중고등학교","출생[명]","명","0","2","1","1","1","1","2","0","1","0","0","0","0","0",
"광주광역시","50세이상","중학교","출생[명]","명","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","50세이상","고등학교","출생[명]","명","0","1","1","1","1","1","2","0","1","0","0","0","0","0",
"광주광역시","50세이상","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","50세이상","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","50세이상","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","50세이상","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","연령미상","총계","출생[명]","명","16","19","31","11","2","2","5","1","1","1","1","2","0","2",
"광주광역시","연령미상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","연령미상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","연령미상","중고등학교","출생[명]","명","0","1","0","0","0","1","1","0","1","0","1","0","0","0",
"광주광역시","연령미상","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","연령미상","고등학교","출생[명]","명","0","1","0","0","0","1","1","0","1","0","1","0","0","0",
"광주광역시","연령미상","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","1","0","0","0","0","0","0","0",
"광주광역시","연령미상","대학(교)","출생[명]","명","0","0","0","0","0","0","1","0","0","0","0","0","0","0",
"광주광역시","연령미상","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","연령미상","미상","출생[명]","명","16","18","31","11","2","1","3","1","0","1","0","2","0","2",
"대전광역시","계","총계","출생[명]","명","14856","13915","14314","14808","15279","14099","13962","13774","12436","10851","9337","8410","7481","7414",
"대전광역시","계","무학","출생[명]","명","13","14","10","10","14","10","9","5","4","4","6","10","12","6",
"대전광역시","계","초등학교","출생[명]","명","57","44","41","50","48","33","32","31","36","22","18","18","15","12",
"대전광역시","계","중고등학교","출생[명]","명","4317","3854","3906","3813","3636","3255","2993","2838","2551","2055","1720","1596","1360","1238",
"대전광역시","계","중학교","출생[명]","명","207","229","197","222","238","204","210","212","200","168","150","108","111","92",
"대전광역시","계","고등학교","출생[명]","명","4110","3625","3709","3591","3398","3051","2783","2626","2351","1887","1570","1488","1249","1146",
"대전광역시","계","초대.전문대이상","출생[명]","명","10233","9841","10201","10885","11520","10772","10903","10817","9739","8646","7433","6663","5916","6027",
"대전광역시","계","대학(교)","출생[명]","명","9108","8688","8949","9538","10129","9345","9467","9364","8446","7497","6448","5745","5045","5119",
"대전광역시","계","대학원 이상","출생[명]","명","1125","1153","1252","1347","1391","1427","1436","1453","1293","1149","985","918","871","908",
"대전광역시","계","미상","출생[명]","명","236","162","156","50","61","29","25","83","106","124","160","123","178","131",
"대전광역시","15세미만","총계","출생[명]","명","6","4","0","0","1","1","1","1","0","0","1","0","0","0",
"대전광역시","15세미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","15세미만","초등학교","출생[명]","명","0","0","0","0","1","1","1","1","0","0","1","0","0","0",
"대전광역시","15세미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","15세미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","15세미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","15세미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","15세미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","15세미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","15세미만","미상","출생[명]","명","6","4","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","15 - 19세","총계","출생[명]","명","112","114","73","105","125","101","95","90","70","69","56","28","32","18",
"대전광역시","15 - 19세","무학","출생[명]","명","0","1","3","0","0","1","0","0","0","0","0","0","0","0",
"대전광역시","15 - 19세","초등학교","출생[명]","명","2","5","4","4","7","2","3","4","1","6","0","0","0","0",
"대전광역시","15 - 19세","중고등학교","출생[명]","명","53","55","44","92","99","96","89","82","68","62","55","27","32","18",
"대전광역시","15 - 19세","중학교","출생[명]","명","22","26","19","31","43","44","44","33","36","28","24","10","12","7",
"대전광역시","15 - 19세","고등학교","출생[명]","명","31","29","25","61","56","52","45","49","32","34","31","17","20","11",
"대전광역시","15 - 19세","초대.전문대이상","출생[명]","명","3","7","1","5","5","2","3","2","0","0","0","0","0","0",
"대전광역시","15 - 19세","대학(교)","출생[명]","명","3","7","1","5","5","2","3","2","0","0","0","0","0","0",
"대전광역시","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","15 - 19세","미상","출생[명]","명","54","46","21","4","14","0","0","2","1","1","1","1","0","0",
"대전광역시","20 - 24세","총계","출생[명]","명","861","738","784","788","793","728","695","656","657","489","436","360","297","249",
"대전광역시","20 - 24세","무학","출생[명]","명","4","5","0","4","5","3","0","0","2","3","1","1","4","1",
"대전광역시","20 - 24세","초등학교","출생[명]","명","28","16","21","27","18","7","7","2","8","5","6","3","2","0",
"대전광역시","20 - 24세","중고등학교","출생[명]","명","465","404","439","422","431","445","387","375","390","295","264","233","191","179",
"대전광역시","20 - 24세","중학교","출생[명]","명","68","69","63","66","82","49","67","55","53","40","45","38","36","30",
"대전광역시","20 - 24세","고등학교","출생[명]","명","397","335","376","356","349","396","320","320","337","255","219","195","155","149",
"대전광역시","20 - 24세","초대.전문대이상","출생[명]","명","308","269","295","330","322","271","297","273","249","177","156","117","88","62",
"대전광역시","20 - 24세","대학(교)","출생[명]","명","305","262","291","326","317","267","294","269","247","175","153","116","86","62",
"대전광역시","20 - 24세","대학원 이상","출생[명]","명","3","7","4","4","5","4","3","4","2","2","3","1","2","0",
"대전광역시","20 - 24세","미상","출생[명]","명","56","44","29","5","17","2","4","6","8","9","9","6","12","7",
"대전광역시","25 - 29세","총계","출생[명]","명","5444","4944","4474","4356","4080","3441","3148","3072","2652","2432","2001","1787","1499","1462",
"대전광역시","25 - 29세","무학","출생[명]","명","7","3","4","1","3","4","2","1","0","1","3","3","2","2",
"대전광역시","25 - 29세","초등학교","출생[명]","명","14","9","4","9","10","12","11","13","7","8","2","6","3","4",
"대전광역시","25 - 29세","중고등학교","출생[명]","명","1428","1300","1186","1100","924","754","666","623","507","488","413","392","331","328",
"대전광역시","25 - 29세","중학교","출생[명]","명","53","67","60","62","49","52","43","48","46","38","31","25","31","24",
"대전광역시","25 - 29세","고등학교","출생[명]","명","1375","1233","1126","1038","875","702","623","575","461","450","382","367","300","304",
"대전광역시","25 - 29세","초대.전문대이상","출생[명]","명","3951","3610","3239","3237","3134","2669","2465","2419","2127","1918","1545","1364","1123","1099",
"대전광역시","25 - 29세","대학(교)","출생[명]","명","3664","3341","2978","2990","2894","2458","2267","2231","1980","1771","1455","1276","1035","1021",
"대전광역시","25 - 29세","대학원 이상","출생[명]","명","287","269","261","247","240","211","198","188","147","147","90","88","88","78",
"대전광역시","25 - 29세","미상","출생[명]","명","44","22","41","9","9","2","4","16","11","17","38","22","40","29",
"대전광역시","30 - 34세","총계","출생[명]","명","6370","6075","6562","6994","7458","7061","7061","6778","5830","4819","4038","3566","3224","3265",
"대전광역시","30 - 34세","무학","출생[명]","명","1","5","2","3","5","1","4","4","1","0","1","2","2","1",
"대전광역시","30 - 34세","초등학교","출생[명]","명","7","5","5","7","7","8","5","10","11","2","4","8","5","3",
"대전광역시","30 - 34세","중고등학교","출생[명]","명","1615","1385","1476","1391","1399","1213","1167","1048","904","607","499","440","395","366",
"대전광역시","30 - 34세","중학교","출생[명]","명","29","37","34","37","39","30","38","51","48","38","30","22","18","19",
"대전광역시","30 - 34세","고등학교","출생[명]","명","1586","1348","1442","1354","1360","1183","1129","997","856","569","469","418","377","347",
"대전광역시","30 - 34세","초대.전문대이상","출생[명]","명","4724","4664","5055","5585","6031","5825","5874","5683","4861","4154","3477","3068","2746","2849",
"대전광역시","30 - 34세","대학(교)","출생[명]","명","4093","4003","4326","4798","5239","4982","5058","4849","4138","3544","2977","2597","2321","2389",
"대전광역시","30 - 34세","대학원 이상","출생[명]","명","631","661","729","787","792","843","816","834","723","610","500","471","425","460",
"대전광역시","30 - 34세","미상","출생[명]","명","23","16","24","8","16","14","11","33","53","56","57","48","76","46",
"대전광역시","35 - 39세","총계","출생[명]","명","1822","1791","2133","2254","2447","2428","2597","2828","2868","2666","2465","2319","2059","2031",
"대전광역시","35 - 39세","무학","출생[명]","명","1","0","1","1","1","1","3","0","0","0","1","3","4","2",
"대전광역시","35 - 39세","초등학교","출생[명]","명","2","5","7","2","3","3","3","1","8","1","4","1","4","4",
"대전광역시","35 - 39세","중고등학교","출생[명]","명","657","606","661","690","626","613","540","575","578","515","406","402","327","265",
"대전광역시","35 - 39세","중학교","출생[명]","명","27","20","17","19","15","24","13","20","16","18","18","10","13","10",
"대전광역시","35 - 39세","고등학교","출생[명]","명","630","586","644","671","611","589","527","555","562","497","388","392","314","255",
"대전광역시","35 - 39세","초대.전문대이상","출생[명]","명","1149","1178","1455","1554","1813","1804","2046","2230","2250","2119","2011","1872","1682","1722",
"대전광역시","35 - 39세","대학(교)","출생[명]","명","965","982","1222","1278","1496","1473","1665","1845","1881","1781","1676","1548","1382","1412",
"대전광역시","35 - 39세","대학원 이상","출생[명]","명","184","196","233","276","317","331","381","385","369","338","335","324","300","310",
"대전광역시","35 - 39세","미상","출생[명]","명","13","2","9","7","4","7","5","22","32","31","43","41","42","38",
"대전광역시","40 - 44세","총계","출생[명]","명","196","210","239","279","360","326","351","336","349","362","325","343","357","378",
"대전광역시","40 - 44세","무학","출생[명]","명","0","0","0","1","0","0","0","0","1","0","0","1","0","0",
"대전광역시","40 - 44세","초등학교","출생[명]","명","3","4","0","1","2","0","2","0","1","0","1","0","1","1",
"대전광역시","40 - 44세","중고등학교","출생[명]","명","96","98","89","110","146","128","138","130","99","84","77","99","82","78",
"대전광역시","40 - 44세","중학교","출생[명]","명","7","9","4","6","9","3","5","5","1","6","1","3","1","2",
"대전광역시","40 - 44세","고등학교","출생[명]","명","89","89","85","104","137","125","133","125","98","78","76","96","81","76",
"대전광역시","40 - 44세","초대.전문대이상","출생[명]","명","97","108","148","164","211","197","211","203","247","269","237","239","268","288",
"대전광역시","40 - 44세","대학(교)","출생[명]","명","77","90","124","133","176","159","173","161","196","219","180","205","213","231",
"대전광역시","40 - 44세","대학원 이상","출생[명]","명","20","18","24","31","35","38","38","42","51","50","57","34","55","57",
"대전광역시","40 - 44세","미상","출생[명]","명","0","0","2","3","1","1","0","3","1","9","10","4","6","11",
"대전광역시","45 - 49세","총계","출생[명]","명","5","9","15","15","14","9","10","12","10","13","13","6","11","11",
"대전광역시","45 - 49세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","45 - 49세","초등학교","출생[명]","명","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","45 - 49세","중고등학교","출생[명]","명","3","5","9","5","10","5","5","5","5","4","6","3","2","4",
"대전광역시","45 - 49세","중학교","출생[명]","명","1","1","0","0","1","2","0","0","0","0","1","0","0","0",
"대전광역시","45 - 49세","고등학교","출생[명]","명","2","4","9","5","9","3","5","5","5","4","5","3","2","4",
"대전광역시","45 - 49세","초대.전문대이상","출생[명]","명","1","4","6","10","4","4","5","7","5","9","7","3","9","7",
"대전광역시","45 - 49세","대학(교)","출생[명]","명","1","2","5","8","2","4","5","7","4","7","7","3","8","4",
"대전광역시","45 - 49세","대학원 이상","출생[명]","명","0","2","1","2","2","0","0","0","1","2","0","0","1","3",
"대전광역시","45 - 49세","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","50세이상","총계","출생[명]","명","0","0","4","3","0","1","1","0","0","0","0","0","0","0",
"대전광역시","50세이상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","50세이상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","50세이상","중고등학교","출생[명]","명","0","0","2","3","0","1","0","0","0","0","0","0","0","0",
"대전광역시","50세이상","중학교","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"대전광역시","50세이상","고등학교","출생[명]","명","0","0","2","2","0","1","0","0","0","0","0","0","0","0",
"대전광역시","50세이상","초대.전문대이상","출생[명]","명","0","0","2","0","0","0","1","0","0","0","0","0","0","0",
"대전광역시","50세이상","대학(교)","출생[명]","명","0","0","2","0","0","0","1","0","0","0","0","0","0","0",
"대전광역시","50세이상","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","50세이상","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","연령미상","총계","출생[명]","명","40","30","30","14","1","3","3","1","0","1","2","1","2","0",
"대전광역시","연령미상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","연령미상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","연령미상","중고등학교","출생[명]","명","0","1","0","0","1","0","1","0","0","0","0","0","0","0",
"대전광역시","연령미상","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","연령미상","고등학교","출생[명]","명","0","1","0","0","1","0","1","0","0","0","0","0","0","0",
"대전광역시","연령미상","초대.전문대이상","출생[명]","명","0","1","0","0","0","0","1","0","0","0","0","0","0","0",
"대전광역시","연령미상","대학(교)","출생[명]","명","0","1","0","0","0","0","1","0","0","0","0","0","0","0",
"대전광역시","연령미상","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대전광역시","연령미상","미상","출생[명]","명","40","28","30","14","0","3","1","1","0","1","2","1","2","0",
"울산광역시","계","총계","출생[명]","명","11365","11033","11432","11542","12160","11330","11556","11732","10910","9381","8149","7539","6617","6127",
"울산광역시","계","무학","출생[명]","명","10","4","13","5","12","5","2","4","4","7","5","6","10","8",
"울산광역시","계","초등학교","출생[명]","명","40","47","37","48","37","33","29","30","21","18","13","17","11","11",
"울산광역시","계","중고등학교","출생[명]","명","4414","4113","3854","3685","3538","3160","2884","2853","2319","2043","1642","1461","1200","996",
