"시도별","부의 연령(5세계급)별","교육정도별","항목","단위","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"세종특별자치시","30 - 34세","대학(교)","출생[명]","명","0","0","0","0","311","322","423","818","999","1011","1051","1055","975","909",
"세종특별자치시","30 - 34세","대학원 이상","출생[명]","명","0","0","0","0","47","62","77","192","232","231","245","246","198","258",
"세종특별자치시","30 - 34세","미상","출생[명]","명","0","0","0","0","0","0","0","9","16","17","21","30","40","48",
"세종특별자치시","35 - 39세","총계","출생[명]","명","0","0","0","0","278","341","394","903","1161","1318","1396","1507","1349","1423",
"세종특별자치시","35 - 39세","무학","출생[명]","명","0","0","0","0","0","0","1","1","1","3","0","0","0","0",
"세종특별자치시","35 - 39세","초등학교","출생[명]","명","0","0","0","0","1","1","1","0","0","0","0","0","0","1",
"세종특별자치시","35 - 39세","중고등학교","출생[명]","명","0","0","0","0","80","74","58","103","124","130","129","115","113","89",
"세종특별자치시","35 - 39세","중학교","출생[명]","명","0","0","0","0","0","4","1","3","2","2","3","2","6","0",
"세종특별자치시","35 - 39세","고등학교","출생[명]","명","0","0","0","0","80","70","57","100","122","128","126","113","107","89",
"세종특별자치시","35 - 39세","초대.전문대이상","출생[명]","명","0","0","0","0","197","266","334","789","1024","1166","1252","1345","1184","1273",
"세종특별자치시","35 - 39세","대학(교)","출생[명]","명","0","0","0","0","155","218","268","595","804","871","942","1004","887","958",
"세종특별자치시","35 - 39세","대학원 이상","출생[명]","명","0","0","0","0","42","48","66","194","220","295","310","341","297","315",
"세종특별자치시","35 - 39세","미상","출생[명]","명","0","0","0","0","0","0","0","10","12","19","15","47","52","60",
"세종특별자치시","40 - 44세","총계","출생[명]","명","0","0","0","0","98","100","139","252","310","356","398","426","401","475",
"세종특별자치시","40 - 44세","무학","출생[명]","명","0","0","0","0","0","0","1","0","0","0","0","0","0","0",
"세종특별자치시","40 - 44세","초등학교","출생[명]","명","0","0","0","0","1","0","0","1","1","0","0","0","0","0",
"세종특별자치시","40 - 44세","중고등학교","출생[명]","명","0","0","0","0","44","43","45","47","50","61","44","50","42","52",
"세종특별자치시","40 - 44세","중학교","출생[명]","명","0","0","0","0","2","3","4","2","1","4","2","2","3","3",
"세종특별자치시","40 - 44세","고등학교","출생[명]","명","0","0","0","0","42","40","41","45","49","57","42","48","39","49",
"세종특별자치시","40 - 44세","초대.전문대이상","출생[명]","명","0","0","0","0","52","57","93","200","249","286","347","362","348","410",
"세종특별자치시","40 - 44세","대학(교)","출생[명]","명","0","0","0","0","41","42","63","141","167","202","250","264","256","317",
"세종특별자치시","40 - 44세","대학원 이상","출생[명]","명","0","0","0","0","11","15","30","59","82","84","97","98","92","93",
"세종특별자치시","40 - 44세","미상","출생[명]","명","0","0","0","0","1","0","0","4","10","9","7","14","11","13",
"세종특별자치시","45 - 49세","총계","출생[명]","명","0","0","0","0","25","27","23","40","64","53","76","71","72","77",
"세종특별자치시","45 - 49세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","45 - 49세","초등학교","출생[명]","명","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"세종특별자치시","45 - 49세","중고등학교","출생[명]","명","0","0","0","0","13","13","12","11","20","19","25","21","19","20",
"세종특별자치시","45 - 49세","중학교","출생[명]","명","0","0","0","0","1","2","1","0","1","4","1","1","2","2",
"세종특별자치시","45 - 49세","고등학교","출생[명]","명","0","0","0","0","12","11","11","11","19","15","24","20","17","18",
"세종특별자치시","45 - 49세","초대.전문대이상","출생[명]","명","0","0","0","0","12","13","10","28","42","32","51","50","51","54",
"세종특별자치시","45 - 49세","대학(교)","출생[명]","명","0","0","0","0","10","8","8","21","32","22","33","34","42","44",
"세종특별자치시","45 - 49세","대학원 이상","출생[명]","명","0","0","0","0","2","5","2","7","10","10","18","16","9","10",
"세종특별자치시","45 - 49세","미상","출생[명]","명","0","0","0","0","0","0","0","1","2","2","0","0","2","3",
"세종특별자치시","50세 이상","총계","출생[명]","명","0","0","0","0","7","6","6","9","12","8","13","19","19","14",
"세종특별자치시","50세 이상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","50세 이상","초등학교","출생[명]","명","0","0","0","0","0","2","2","0","0","1","1","0","2","0",
"세종특별자치시","50세 이상","중고등학교","출생[명]","명","0","0","0","0","7","1","3","2","7","4","3","5","10","5",
"세종특별자치시","50세 이상","중학교","출생[명]","명","0","0","0","0","3","1","0","0","1","0","0","0","3","0",
"세종특별자치시","50세 이상","고등학교","출생[명]","명","0","0","0","0","4","0","3","2","6","4","3","5","7","5",
"세종특별자치시","50세 이상","초대.전문대이상","출생[명]","명","0","0","0","0","0","3","1","7","4","3","8","14","7","9",
"세종특별자치시","50세 이상","대학(교)","출생[명]","명","0","0","0","0","0","2","1","4","3","2","6","9","4","8",
"세종특별자치시","50세 이상","대학원 이상","출생[명]","명","0","0","0","0","0","1","0","3","1","1","2","5","3","1",
"세종특별자치시","50세 이상","미상","출생[명]","명","0","0","0","0","0","0","0","0","1","0","1","0","0","0",
"세종특별자치시","연령미상","총계","출생[명]","명","0","0","0","0","10","4","12","16","15","19","17","22","18","13",
"세종특별자치시","연령미상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","1","2","1","2","1",
"세종특별자치시","연령미상","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","1","2","1","1","1",
"세종특별자치시","연령미상","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","1","0",
"세종특별자치시","연령미상","미상","출생[명]","명","0","0","0","0","10","4","12","16","15","18","15","21","16","12",
"경기도","계","총계","출생[명]","명","119397","113692","121753","122027","124746","112129","112169","113495","105643","94088","88175","83198","77737","76139",
"경기도","계","무학","출생[명]","명","56","54","69","60","62","43","61","41","37","35","35","44","53","32",
"경기도","계","초등학교","출생[명]","명","367","334","324","304","249","263","210","176","148","154","107","98","79","68",
"경기도","계","중고등학교","출생[명]","명","40011","36672","37347","36094","34980","29738","27954","27565","25210","21861","19295","17911","16561","15301",
"경기도","계","중학교","출생[명]","명","1866","1691","1658","1577","1567","1323","1230","1080","1072","948","817","775","737","604",
"경기도","계","고등학교","출생[명]","명","38145","34981","35689","34517","33413","28415","26724","26485","24138","20913","18478","17136","15824","14697",
"경기도","계","초대.전문대이상","출생[명]","명","77682","75240","82591","84343","88141","80740","82597","84298","78460","70274","66381","62739","58086","57707",
"경기도","계","대학(교)","출생[명]","명","66490","64575","70848","72500","75978","69400","71283","73047","67878","60870","57438","54429","50353","49962",
"경기도","계","대학원 이상","출생[명]","명","11192","10665","11743","11843","12163","11340","11314","11251","10582","9404","8943","8310","7733","7745",
"경기도","계","미상","출생[명]","명","1281","1392","1422","1226","1314","1345","1347","1415","1788","1764","2357","2406","2958","3031",
"경기도","15세 미만","총계","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"경기도","15세 미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세 미만","초등학교","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"경기도","15세 미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세 미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세 미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세 미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세 미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세 미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세 미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15 - 19세","총계","출생[명]","명","135","111","133","171","177","149","170","128","117","71","55","53","35","31",
"경기도","15 - 19세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15 - 19세","초등학교","출생[명]","명","3","3","6","7","8","3","8","3","6","2","1","1","0","0",
"경기도","15 - 19세","중고등학교","출생[명]","명","120","97","124","153","164","138","157","125","109","67","51","49","33","28",
"경기도","15 - 19세","중학교","출생[명]","명","40","34","45","67","69","50","57","37","41","19","13","12","13","5",
"경기도","15 - 19세","고등학교","출생[명]","명","80","63","79","86","95","88","100","88","68","48","38","37","20","23",
"경기도","15 - 19세","초대.전문대이상","출생[명]","명","9","7","3","8","5","3","4","0","0","2","0","0","1","0",
"경기도","15 - 19세","대학(교)","출생[명]","명","9","7","3","8","5","3","4","0","0","2","0","0","1","0",
"경기도","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15 - 19세","미상","출생[명]","명","3","4","0","3","0","5","1","0","2","0","3","3","1","3",
"경기도","20 - 24세","총계","출생[명]","명","1833","1477","1519","1606","1596","1644","1636","1739","1682","1382","1060","882","749","602",
"경기도","20 - 24세","무학","출생[명]","명","0","0","1","0","1","0","1","0","1","0","2","1","0","0",
"경기도","20 - 24세","초등학교","출생[명]","명","12","17","14","15","15","10","9","14","13","12","7","3","1","2",
"경기도","20 - 24세","중고등학교","출생[명]","명","1185","981","1047","1067","1147","1178","1198","1321","1251","1044","786","707","577","475",
"경기도","20 - 24세","중학교","출생[명]","명","130","86","117","108","118","120","136","130","125","109","85","79","78","56",
"경기도","20 - 24세","고등학교","출생[명]","명","1055","895","930","959","1029","1058","1062","1191","1126","935","701","628","499","419",
"경기도","20 - 24세","초대.전문대이상","출생[명]","명","598","414","455","517","430","445","425","397","407","317","237","150","147","107",
"경기도","20 - 24세","대학(교)","출생[명]","명","593","407","449","511","425","440","421","392","401","315","233","147","145","107",
"경기도","20 - 24세","대학원 이상","출생[명]","명","5","7","6","6","5","5","4","5","6","2","4","3","2","0",
"경기도","20 - 24세","미상","출생[명]","명","38","65","2","7","3","11","3","7","10","9","28","21","24","18",
"경기도","25 - 29세","총계","출생[명]","명","21253","19764","18702","17706","16240","12604","11707","11491","10567","9166","8423","7634","6974","6282",
"경기도","25 - 29세","무학","출생[명]","명","6","5","6","6","5","2","7","2","3","2","5","7","3","2",
"경기도","25 - 29세","초등학교","출생[명]","명","48","29","35","27","25","21","27","24","13","15","16","14","11","7",
"경기도","25 - 29세","중고등학교","출생[명]","명","8460","7661","7163","6482","5915","4394","4100","3939","3670","3375","3057","2873","2689","2549",
"경기도","25 - 29세","중학교","출생[명]","명","357","315","290","305","264","216","176","153","191","152","121","140","133","112",
"경기도","25 - 29세","고등학교","출생[명]","명","8103","7346","6873","6177","5651","4178","3924","3786","3479","3223","2936","2733","2556","2437",
"경기도","25 - 29세","초대.전문대이상","출생[명]","명","12663","12003","11465","11176","10273","8162","7547","7494","6822","5702","5172","4589","4081","3518",
"경기도","25 - 29세","대학(교)","출생[명]","명","11943","11286","10810","10469","9652","7638","7104","7056","6416","5392","4875","4342","3826","3325",
"경기도","25 - 29세","대학원 이상","출생[명]","명","720","717","655","707","621","524","443","438","406","310","297","247","255","193",
"경기도","25 - 29세","미상","출생[명]","명","76","66","33","15","22","25","26","32","59","72","173","151","190","206",
"경기도","30 - 34세","총계","출생[명]","명","53882","49739","52915","52782","55105","49556","49888","48078","42342","35135","30982","28261","26112","25792",
"경기도","30 - 34세","무학","출생[명]","명","12","21","23","18","12","9","15","10","11","10","15","8","18","13",
"경기도","30 - 34세","초등학교","출생[명]","명","61","45","53","60","49","50","50","42","26","32","25","22","17","8",
"경기도","30 - 34세","중고등학교","출생[명]","명","15066","13013","13220","12927","12867","11229","10524","9746","8441","6589","5381","4859","4573","4374",
"경기도","30 - 34세","중학교","출생[명]","명","405","342","328","331","416","353","354","297","275","240","173","167","144","104",
"경기도","30 - 34세","고등학교","출생[명]","명","14661","12671","12892","12596","12451","10876","10170","9449","8166","6349","5208","4692","4429","4270",
"경기도","30 - 34세","초대.전문대이상","출생[명]","명","38577","36467","39530","39723","42110","38173","39167","38111","33550","28184","25024","22817","20790","20617",
"경기도","30 - 34세","대학(교)","출생[명]","명","32791","31365","34279","34725","37162","33585","34501","33567","29582","24884","22068","20117","18418","18235",
"경기도","30 - 34세","대학원 이상","출생[명]","명","5786","5102","5251","4998","4948","4588","4666","4544","3968","3300","2956","2700","2372","2382",
"경기도","30 - 34세","미상","출생[명]","명","166","193","89","54","67","95","132","169","314","320","537","555","714","780",
"경기도","35 - 39세","총계","출생[명]","명","33278","32861","36693","36982","37696","34783","34915","37271","36692","34843","34102","32761","30174","29458",
"경기도","35 - 39세","무학","출생[명]","명","7","7","18","16","18","18","17","13","13","13","7","13","15","8",
"경기도","35 - 39세","초등학교","출생[명]","명","84","58","63","52","55","61","42","37","28","42","24","22","20","14",
"경기도","35 - 39세","중고등학교","출생[명]","명","11221","10679","10968","10354","9603","7957","7308","7723","7443","6861","6305","5812","5187","4642",
"경기도","35 - 39세","중학교","출생[명]","명","436","421","395","316","282","211","186","204","203","193","207","200","171","149",
"경기도","35 - 39세","고등학교","출생[명]","명","10785","10258","10573","10038","9321","7746","7122","7519","7240","6668","6098","5612","5016","4493",
"경기도","35 - 39세","초대.전문대이상","출생[명]","명","21878","21999","25557","26499","27948","26661","27435","29340","28863","27551","27173","26214","23975","23880",
"경기도","35 - 39세","대학(교)","출생[명]","명","17902","17962","20732","21627","22840","21837","22783","24812","24375","23347","23090","22415","20425","20270",
"경기도","35 - 39세","대학원 이상","출생[명]","명","3976","4037","4825","4872","5108","4824","4652","4528","4488","4204","4083","3799","3550","3610",
"경기도","35 - 39세","미상","출생[명]","명","88","118","87","61","72","86","113","158","345","376","593","700","977","914",
"경기도","40 - 44세","총계","출생[명]","명","6648","7291","8840","9797","10758","10384","10729","11542","10950","10222","10104","10103","10195","10548",
"경기도","40 - 44세","무학","출생[명]","명","20","10","13","11","16","8","11","4","5","5","4","5","7","3",
"경기도","40 - 44세","초등학교","출생[명]","명","78","81","60","54","31","36","33","23","18","15","12","16","10","18",
"경기도","40 - 44세","중고등학교","출생[명]","명","3104","3396","3862","4050","4151","3801","3578","3578","3167","2833","2546","2442","2336","2199",
"경기도","40 - 44세","중학교","출생[명]","명","302","301","289","238","212","221","169","122","118","115","105","76","89","80",
"경기도","40 - 44세","고등학교","출생[명]","명","2802","3095","3573","3812","3939","3580","3409","3456","3049","2718","2441","2366","2247","2119",
"경기도","40 - 44세","초대.전문대이상","출생[명]","명","3414","3766","4873","5646","6534","6505","7058","7869","7622","7227","7317","7409","7521","7915",
"경기도","40 - 44세","대학(교)","출생[명]","명","2835","3092","4040","4556","5247","5253","5684","6344","6140","5887","5997","6160","6276","6648",
"경기도","40 - 44세","대학원 이상","출생[명]","명","579","674","833","1090","1287","1252","1374","1525","1482","1340","1320","1249","1245","1267",
"경기도","40 - 44세","미상","출생[명]","명","32","38","32","36","26","34","49","68","138","142","225","231","321","413",
"경기도","45 - 49세","총계","출생[명]","명","1231","1263","1459","1548","1645","1557","1738","1918","2037","2066","2242","2295","2232","2234",
"경기도","45 - 49세","무학","출생[명]","명","5","8","6","5","6","2","3","9","3","4","1","5","7","1",
"경기도","45 - 49세","초등학교","출생[명]","명","64","69","64","58","36","47","17","15","20","13","11","7","9","11",
"경기도","45 - 49세","중고등학교","출생[명]","명","698","698","795","848","893","823","901","929","927","864","927","895","840","729",
"경기도","45 - 49세","중학교","출생[명]","명","147","147","148","152","139","107","98","90","71","73","74","50","56","41",
"경기도","45 - 49세","고등학교","출생[명]","명","551","551","647","696","754","716","803","839","856","791","853","845","784","688",
"경기도","45 - 49세","초대.전문대이상","출생[명]","명","457","476","584","628","703","674","802","949","1045","1131","1234","1321","1309","1400",
"경기도","45 - 49세","대학(교)","출생[명]","명","360","375","450","502","545","546","668","772","848","918","999","1068","1058","1156",
"경기도","45 - 49세","대학원 이상","출생[명]","명","97","101","134","126","158","128","134","177","197","213","235","253","251","244",
"경기도","45 - 49세","미상","출생[명]","명","7","12","10","9","7","11","15","16","42","54","69","67","67","93",
"경기도","50세 이상","총계","출생[명]","명","255","283","303","384","402","355","361","361","380","408","468","503","587","573",
"경기도","50세 이상","무학","출생[명]","명","6","2","2","4","4","2","6","3","1","1","1","5","3","5",
"경기도","50세 이상","초등학교","출생[명]","명","17","32","29","30","30","33","23","18","23","23","11","12","11","7",
"경기도","50세 이상","중고등학교","출생[명]","명","149","140","159","208","236","205","181","201","197","221","233","255","315","291",
"경기도","50세 이상","중학교","출생[명]","명","48","45","44","59","66","39","52","45","48","45","38","46","53","56",
"경기도","50세 이상","고등학교","출생[명]","명","101","95","115","149","170","166","129","156","149","176","195","209","262","235",
"경기도","50세 이상","초대.전문대이상","출생[명]","명","79","100","110","138","130","109","150","131","141","148","203","216","234","244",
"경기도","50세 이상","대학(교)","출생[명]","명","54","74","79","99","96","91","113","102","111","117","160","160","181","200",
"경기도","50세 이상","대학원 이상","출생[명]","명","25","26","31","39","34","18","37","29","30","31","43","56","53","44",
"경기도","50세 이상","미상","출생[명]","명","4","9","3","4","2","6","1","8","18","15","20","15","24","26",
"경기도","연령미상","총계","출생[명]","명","882","903","1189","1050","1127","1097","1025","967","876","795","739","706","679","619",
"경기도","연령미상","무학","출생[명]","명","0","1","0","0","0","2","1","0","0","0","0","0","0","0",
"경기도","연령미상","초등학교","출생[명]","명","0","0","0","0","0","2","1","0","1","0","0","1","0","1",
"경기도","연령미상","중고등학교","출생[명]","명","8","7","9","5","4","13","7","3","5","7","9","19","11","14",
"경기도","연령미상","중학교","출생[명]","명","1","0","2","1","1","6","2","2","0","2","1","5","0","1",
"경기도","연령미상","고등학교","출생[명]","명","7","7","7","4","3","7","5","1","5","5","8","14","11","13",
"경기도","연령미상","초대.전문대이상","출생[명]","명","7","8","14","8","8","8","9","7","10","12","21","23","28","26",
"경기도","연령미상","대학(교)","출생[명]","명","3","7","6","3","6","7","5","2","5","8","16","20","23","21",
"경기도","연령미상","대학원 이상","출생[명]","명","4","1","8","5","2","1","4","5","5","4","5","3","5","5",
"경기도","연령미상","미상","출생[명]","명","867","887","1166","1037","1115","1072","1007","957","860","776","709","663","640","578",
"강원도","계","총계","출생[명]","명","12373","12112","12477","12408","12426","10980","10662","10929","10058","8958","8351","8283","7835","7357",
"강원도","계","무학","출생[명]","명","5","15","4","3","4","3","2","4","2","2","5","2","5","2",
"강원도","계","초등학교","출생[명]","명","112","98","96","71","60","53","45","35","30","28","9","14","11","8",
"강원도","계","중고등학교","출생[명]","명","4722","4370","4447","4292","4096","3454","3152","3277","2931","2495","2218","2079","1983","1820",
"강원도","계","중학교","출생[명]","명","319","304","316","288","263","240","182","207","155","132","87","93","70","87",
"강원도","계","고등학교","출생[명]","명","4403","4066","4131","4004","3833","3214","2970","3070","2776","2363","2131","1986","1913","1733",
"강원도","계","초대.전문대이상","출생[명]","명","7413","7464","7765","7885","8110","7325","7327","7474","6952","6315","5986","6050","5660","5401",
"강원도","계","대학(교)","출생[명]","명","6625","6670","6946","7055","7322","6570","6568","6697","6273","5689","5351","5384","5079","4791",
"강원도","계","대학원 이상","출생[명]","명","788","794","819","830","788","755","759","777","679","626","635","666","581","610",
"강원도","계","미상","출생[명]","명","121","165","165","157","156","145","136","139","143","118","133","138","176","126",
"강원도","15세 미만","총계","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15세 미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15세 미만","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15세 미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15세 미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15세 미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15세 미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15세 미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15세 미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15세 미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15 - 19세","총계","출생[명]","명","18","25","16","28","27","32","26","32","14","8","8","11","5","3",
"강원도","15 - 19세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15 - 19세","초등학교","출생[명]","명","0","2","0","0","1","0","0","1","2","1","0","0","0","0",
"강원도","15 - 19세","중고등학교","출생[명]","명","18","21","13","27","26","32","26","30","12","7","8","11","5","3",
"강원도","15 - 19세","중학교","출생[명]","명","7","8","6","11","7","10","4","10","5","1","3","1","1","0",
"강원도","15 - 19세","고등학교","출생[명]","명","11","13","7","16","19","22","22","20","7","6","5","10","4","3",
"강원도","15 - 19세","초대.전문대이상","출생[명]","명","0","1","2","1","0","0","0","1","0","0","0","0","0","0",
"강원도","15 - 19세","대학(교)","출생[명]","명","0","1","2","1","0","0","0","1","0","0","0","0","0","0",
"강원도","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","15 - 19세","미상","출생[명]","명","0","1","1","0","0","0","0","0","0","0","0","0","0","0",
"강원도","20 - 24세","총계","출생[명]","명","357","291","275","310","290","311","289","313","294","240","194","180","156","124",
"강원도","20 - 24세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","20 - 24세","초등학교","출생[명]","명","3","0","1","1","2","1","1","0","2","3","1","0","0","0",
"강원도","20 - 24세","중고등학교","출생[명]","명","236","204","184","214","186","232","210","236","227","179","143","121","111","99",
"강원도","20 - 24세","중학교","출생[명]","명","18","29","18","26","17","25","21","27","26","16","13","6","10","11",
"강원도","20 - 24세","고등학교","출생[명]","명","218","175","166","188","169","207","189","209","201","163","130","115","101","88",
"강원도","20 - 24세","초대.전문대이상","출생[명]","명","112","80","90","95","102","78","77","77","65","56","49","58","42","25",
"강원도","20 - 24세","대학(교)","출생[명]","명","112","80","89","94","102","78","77","77","64","56","49","57","42","25",
"강원도","20 - 24세","대학원 이상","출생[명]","명","0","0","1","1","0","0","0","0","1","0","0","1","0","0",
"강원도","20 - 24세","미상","출생[명]","명","6","7","0","0","0","0","1","0","0","2","1","1","3","0",
"강원도","25 - 29세","총계","출생[명]","명","2727","2541","2397","2273","2118","1746","1552","1640","1488","1388","1277","1162","1154","1047",
"강원도","25 - 29세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","1","1","1","0","0",
"강원도","25 - 29세","초등학교","출생[명]","명","6","3","9","3","3","3","3","3","4","2","0","1","3","0",
"강원도","25 - 29세","중고등학교","출생[명]","명","988","931","863","794","737","620","528","594","536","500","466","440","429","422",
"강원도","25 - 29세","중학교","출생[명]","명","39","47","47","35","26","30","16","27","18","19","9","12","10","19",
"강원도","25 - 29세","고등학교","출생[명]","명","949","884","816","759","711","590","512","567","518","481","457","428","419","403",
"강원도","25 - 29세","초대.전문대이상","출생[명]","명","1728","1601","1524","1476","1377","1121","1021","1041","942","881","804","711","708","618",
"강원도","25 - 29세","대학(교)","출생[명]","명","1643","1504","1456","1393","1317","1056","962","994","907","830","761","682","675","598",
"강원도","25 - 29세","대학원 이상","출생[명]","명","85","97","68","83","60","65","59","47","35","51","43","29","33","20",
"강원도","25 - 29세","미상","출생[명]","명","5","6","1","0","1","2","0","2","6","4","6","9","14","7",
"강원도","30 - 34세","총계","출생[명]","명","5031","4939","5057","4978","5109","4499","4555","4337","3955","3323","2880","2915","2765","2584",
"강원도","30 - 34세","무학","출생[명]","명","0","1","1","1","1","0","0","1","0","0","1","1","0","0",
"강원도","30 - 34세","초등학교","출생[명]","명","11","6","6","6","11","8","9","3","6","3","1","5","1","2",
"강원도","30 - 34세","중고등학교","출생[명]","명","1565","1373","1454","1322","1281","1027","1010","991","899","686","582","559","531","509",
"강원도","30 - 34세","중학교","출생[명]","명","53","43","48","36","44","49","46","36","26","23","16","16","13","10",
"강원도","30 - 34세","고등학교","출생[명]","명","1512","1330","1406","1286","1237","978","964","955","873","663","566","543","518","499",
"강원도","30 - 34세","초대.전문대이상","출생[명]","명","3447","3552","3592","3647","3814","3459","3526","3332","3037","2616","2275","2339","2198","2046",
"강원도","30 - 34세","대학(교)","출생[명]","명","3084","3187","3223","3286","3481","3131","3178","3015","2744","2367","2028","2074","1973","1854",
"강원도","30 - 34세","대학원 이상","출생[명]","명","363","365","369","361","333","328","348","317","293","249","247","265","225","192",
"강원도","30 - 34세","미상","출생[명]","명","8","7","4","2","2","5","10","10","13","18","21","11","35","27",
"강원도","35 - 39세","총계","출생[명]","명","3085","3056","3319","3260","3261","2902","2797","3056","2885","2671","2720","2711","2460","2283",
"강원도","35 - 39세","무학","출생[명]","명","0","3","1","0","1","1","0","2","0","0","1","0","2","0",
"강원도","35 - 39세","초등학교","출생[명]","명","24","17","16","12","10","10","4","4","4","3","3","1","3","3",
"강원도","35 - 39세","중고등학교","출생[명]","명","1329","1211","1232","1159","1077","858","746","778","685","611","549","529","496","413",
"강원도","35 - 39세","중학교","출생[명]","명","84","70","81","58","50","34","32","31","27","26","16","22","16","14",
"강원도","35 - 39세","고등학교","출생[명]","명","1245","1141","1151","1101","1027","824","714","747","658","585","533","507","480","399",
"강원도","35 - 39세","초대.전문대이상","출생[명]","명","1727","1824","2063","2089","2173","2033","2039","2263","2186","2045","2150","2160","1926","1852",
"강원도","35 - 39세","대학(교)","출생[명]","명","1460","1566","1767","1791","1878","1781","1780","1987","1933","1818","1907","1892","1690","1576",
"강원도","35 - 39세","대학원 이상","출생[명]","명","267","258","296","298","295","252","259","276","253","227","243","268","236","276",
"강원도","35 - 39세","미상","출생[명]","명","5","1","7","0","0","0","8","9","10","12","17","21","33","15",
"강원도","40 - 44세","총계","출생[명]","명","798","870","930","1082","1146","1066","1033","1118","1005","900","866","872","910","907",
"강원도","40 - 44세","무학","출생[명]","명","2","3","1","1","0","0","0","1","1","0","1","0","0","0",
"강원도","40 - 44세","초등학교","출생[명]","명","20","31","18","10","10","8","5","7","3","5","0","0","0","1",
"강원도","40 - 44세","중고등학교","출생[명]","명","448","485","511","584","598","505","453","458","377","320","281","234","266","219",
"강원도","40 - 44세","중학교","출생[명]","명","73","61","58","67","70","50","29","40","29","20","10","9","6","12",
"강원도","40 - 44세","고등학교","출생[명]","명","375","424","453","517","528","455","424","418","348","300","271","225","260","207",
"강원도","40 - 44세","초대.전문대이상","출생[명]","명","326","351","400","485","536","551","569","648","615","569","574","628","631","681",
"강원도","40 - 44세","대학(교)","출생[명]","명","276","284","335","415","456","452","488","537","536","495","492","543","561","584",
"강원도","40 - 44세","대학원 이상","출생[명]","명","50","67","65","70","80","99","81","111","79","74","82","85","70","97",
"강원도","40 - 44세","미상","출생[명]","명","2","0","0","2","2","2","6","4","9","6","10","10","13","6",
